Brand,Models,Series,Issues,Issues Description,Price
MS Surface,MS Series,Microsoft Lumia 650,Rear Camera,screen replacement,100
Motorola,X Series,Moto X XT1562,Mic Issues,screen replacement,100
Google,Google Pixel,Google Pixel,Back glass,screen replacement,100
Motorola,X Series,Moto X XT1058,Screen / LCD,screen replacement,100
MS Surface,MS Series,Microsoft Lumia 540,Battery,screen replacement,100
Google,Google Pixel,Nexus 7 2nd Gen,Charging port,screen replacement,100
Motorola,Z Series,Moto Z Play,Speaker,screen replacement,100
MS Surface,MS Series,Microsoft Surface 3,Front Camera,screen replacement,100
Motorola,Z Series,Moto Z,Rear Camera,screen replacement,100
Google,Google Pixel,Nexus 7,Mic Issues,screen replacement,100
Motorola,E Series,Motorola Moto E 2,Back glass,screen replacement,100
Motorola,E Series,Motorola Moto E,Screen / LCD,screen replacement,100
Google,Google Pixel,Nexus 6P,Battery,screen replacement,100
Google,Google Pixel,Nexus 5,Charging port,screen replacement,100
Google,Google Pixel,Nexus 4,Speaker,screen replacement,100
Asus,Asus Series,Asus Zenfone 5Q,Front Camera,screen replacement,100
Asus,Asus Series,Asus Zenfone 5,Rear Camera,screen replacement,100
HTC,U Series,HTC U12,Mic Issues,screen replacement,100
HTC,U Series,HTC One Max,Back glass,screen replacement,100
HTC,U Series,HTC U11,Screen / LCD,screen replacement,100
HTC,U Series,HTC U11 Plus,Battery,screen replacement,100
HTC,U Series,HTC U11 Life,Charging port,screen replacement,100
Asus,Asus Series,Asus Zenfone 4 Pro,Speaker,screen replacement,100
Asus,Asus Series,Asus Zenfone 4,Front Camera,screen replacement,100
HTC,U Series,HTC U Ultra,Rear Camera,screen replacement,100
HTC,U Series,HTC U Play,Mic Issues,screen replacement,100
Asus,Asus Series,Asus Zenfone 3 Zoom,Back glass,screen replacement,100
Asus,Asus Series,Asus Zenfone 3 Max,Screen / LCD,screen replacement,100
Asus,Asus Series,Asus Zenfone 3,Battery,screen replacement,100
Asus,Asus Series,Asus Zenfone 2,Charging port,screen replacement,100
Asus,Asus Series,Asus Zenfone Max Plus,Speaker,screen replacement,100
Asus,Asus Series,Asus Zenfone PeGasus 3S,Front Camera,screen replacement,100
HTC,One Series,HTC One X9,Rear Camera,screen replacement,100
Asus,Asus Series,Asus A80,Mic Issues,screen replacement,100
HTC,One Series,HTC One X10,Back glass,screen replacement,100
HTC,One Series,HTC One M8S,Screen / LCD,screen replacement,100
Asus,Asus Series,Asus Rog Phone,Battery,screen replacement,100
Asus,Asus Series,Asus Transformer 3 Pro,Charging port,screen replacement,100
HTC,One Series,HTC One X / XL,Speaker,screen replacement,100
Asus,Asus Series,Asus Memo Pad Smart 10,Front Camera,screen replacement,100
Asus,Asus Series,Asus Transformer Prime,Rear Camera,screen replacement,100
HTC,One Series,HTC One XL,Mic Issues,screen replacement,100
Asus,Asus Series,Asus Transformer Book,Back glass,screen replacement,100
HTC,One Series,HTC One M9 Plus,Screen / LCD,screen replacement,100
Asus,Asus Series,Asus Transformer Pad,Battery,screen replacement,100
HTC,One Series,HTC One M9,Charging port,screen replacement,100
HTC,One Series,HTC One 10,Speaker,screen replacement,100
HTC,One Series,HTC One M8,Front Camera,screen replacement,100
Asus,Asus Series,Asus Vivotab TF810,Rear Camera,screen replacement,100
Asus,Asus Series,Asus Vivotab ME400C,Mic Issues,screen replacement,100
HTC,One Series,HTC One M7,Back glass,screen replacement,100
HTC,One Series,HTC One Mini 2,Screen / LCD,screen replacement,100
HTC,One Series,HTC One Mini,Battery,screen replacement,100
HTC,One Series,HTC One Max,Charging port,screen replacement,100
HTC,One Series,HTC One A9,Speaker,screen replacement,100
HTC,One Series,HTC One S,Front Camera,screen replacement,100
HTC,One Series,HTC One V,Rear Camera,screen replacement,100
HTC,One Series,HTC One SV,Mic Issues,screen replacement,100
HTC,Desire Series,HTC Desire 10 Pro,Back glass,screen replacement,100
HTC,Desire Series,HTC Desire 826,Screen / LCD,screen replacement,100
HTC,Desire Series,HTC Desire 825,Battery,screen replacement,100
HTC,Desire Series,HTC Desire 820,Charging port,screen replacement,100
HTC,Desire Series,HTC Desire 816,Speaker,screen replacement,100
HTC,Desire Series,HTC Desire 650,Front Camera,screen replacement,100
HTC,Desire Series,HTC Desire 628,Rear Camera,screen replacement,100
HTC,Desire Series,HTC Desire 626,Mic Issues,screen replacement,100
HTC,Desire Series,HTC Desire 610,Back glass,screen replacement,100
HTC,Desire Series,HTC Desire 600,Screen / LCD,screen replacement,100
HTC,Desire Series,HTC Desire 530,Battery,screen replacement,100
HTC,Desire Series,HTC Desire 510,Charging port,screen replacement,100
HTC,Desire Series,HTC Desire 500,Speaker,screen replacement,100
HTC,Desire Series,HTC Desire 310,Front Camera,screen replacement,100
HTC,Desire Series,HTC Desire 300,Rear Camera,screen replacement,100
HTC,Desire Series,HTC Desire 200,Mic Issues,screen replacement,100
HTC,Desire Series,HTC Desire HD,Back glass,screen replacement,100
HTC,Desire Series,HTC Desire,Screen / LCD,screen replacement,100
HTC,Desire Series,HTC Desire S,Battery,screen replacement,100
HTC,Desire Series,HTC Desire X,Charging port,screen replacement,100
HTC,Desire Series,HTC Desire Z,Speaker,screen replacement,100
HTC,Desire Series,HTC Desire HD2,Front Camera,screen replacement,100
HTC,Desire Series,HTC Desire HD7,Rear Camera,screen replacement,100
HTC,Desire Series,HTC D820,Mic Issues,screen replacement,100
HTC,Desire Series,HTC Windows 8X,Back glass,screen replacement,100
HTC,Desire Series,HTC Windows 8S,Screen / LCD,screen replacement,100
HTC,Desire Series,HTC Wildfire S,Battery,screen replacement,100
HTC,Other Models,HTC Wildfire,Charging port,screen replacement,100
HTC,Other Models,HTC Velocity,Speaker,screen replacement,100
HTC,Other Models,HTC Explorer,Front Camera,screen replacement,100
HTC,Other Models,HTC Evo 3D,Rear Camera,screen replacement,100
HTC,Other Models,HTC Mozart 7,Mic Issues,screen replacement,100
HTC,Other Models,HTC Legend G6,Back glass,screen replacement,100
HTC,Other Models,HTC Incredible S,Screen / LCD,screen replacement,100
HTC,Other Models,HTC Desire C,Battery,screen replacement,100
HTC,Other Models,HTC Trophy 7,Charging port,screen replacement,100
HTC,Other Models,HTC Titan II 4G,Speaker,screen replacement,100
HTC,Other Models,HTC Sensation XL,Front Camera,screen replacement,100
HTC,Other Models,HTC Sensation XE,Rear Camera,screen replacement,100
HTC,Other Models,HTC Sensation,Mic Issues,screen replacement,100
HTC,Other Models,HTC Salsa,Back glass,screen replacement,100
HTC,Other Models,HTC Rhyme,Screen / LCD,screen replacement,100
HTC,Other Models,HTC Bliss,Battery,screen replacement,100
HTC,Other Models,HTC Aria / Liberty,Charging port,screen replacement,100
HTC,Other Models,HTC Amaze,Speaker,screen replacement,100
HTC,Other Models,HTC 7 Mozart,Front Camera,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry KEYone 2,Rear Camera,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry KeyOne,Mic Issues,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Storm 9500,Back glass,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Storm 2 9520,Screen / LCD,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Q20,Battery,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Q10,Charging port,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Z30,Speaker,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Z10,Front Camera,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Torch 9860,Rear Camera,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Torch 9800,Mic Issues,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Torch,Back glass,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Bold Touch 9900,Screen / LCD,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Bold 9790,Battery,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Bold 9700,Charging port,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Bold 9000,Speaker,screen replacement,100
BlackBerry,BlackBerry Series,BlackBerry Bold,Front Camera,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry PRIV,Rear Camera,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Playbook,Mic Issues,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Curve 3G 9300,Back glass,screen replacement,100
BlackBerry,BlackBerry Series,Blackberry Leap,Screen / LCD,screen replacement,100
Huawei,Mate Series,Huawei Mate 20 Pro,Battery,screen replacement,100
Huawei,Mate Series,Huawei Mate 20,Charging port,screen replacement,100
Huawei,Mate Series,Huawei Mate 10 Pro,Speaker,screen replacement,100
Huawei,Mate Series,Huawei Mate 10,Front Camera,screen replacement,100
Huawei,Mate Series,Huawei Mate 9,Rear Camera,screen replacement,100
Huawei,Mate Series,Huawei Mate 8,Mic Issues,screen replacement,100
Huawei,Mate Series,Huawei Mate 7,Back glass,screen replacement,100
Huawei,Mate Series,Huawei Y7 Pro,Screen / LCD,screen replacement,100
Huawei,Y Series,Huawei Y7 Pro,Battery,screen replacement,100
Huawei,Y Series,Huawei Y7,Charging port,screen replacement,100
Huawei,Y Series,Huawei Y6 Pro,Speaker,screen replacement,100
Huawei,Y Series,Huawei Y6 Elite,Front Camera,screen replacement,100
Huawei,Y Series,Huawei Y6 Prime,Rear Camera,screen replacement,100
Huawei,Y Series,Huawei Y6,Mic Issues,screen replacement,100
Huawei,Y Series,Huawei Y5 II,Back glass,screen replacement,100
Huawei,Y Series,Huawei Y5 2017,Screen / LCD,screen replacement,100
Huawei,Y Series,Huawei Y3 II,Battery,screen replacement,100
Huawei,P Series,Huawei P30,Charging port,screen replacement,100
Huawei,P Series,Huawei P30 Pro,Speaker,screen replacement,100
Huawei,P Series,Huawei P30 Lite,Front Camera,screen replacement,100
Huawei,P Series,Huawei P20 Pro,Rear Camera,screen replacement,100
Huawei,P Series,Huawei P20,Mic Issues,screen replacement,100
Huawei,P Series,Huawei P20 Lite,Back glass,screen replacement,100
Huawei,P Series,Huawei P10 Plus,Screen / LCD,screen replacement,100
Huawei,P Series,Huawei P10,Battery,screen replacement,100
Huawei,P Series,Huawei P9 Plus,Charging port,screen replacement,100
Huawei,P Series,Huawei P9 Lite,Speaker,screen replacement,100
Huawei,P Series,Huawei P9,Front Camera,screen replacement,100
Huawei,P Series,Huawei P8,Rear Camera,screen replacement,100
Huawei,P Series,Huawei P8 Lite,Mic Issues,screen replacement,100
Huawei,P Series,Huawei P7,Back glass,screen replacement,100
Huawei,Honor Series,Huawei Honor 9,Screen / LCD,screen replacement,100
Huawei,Honor Series,Huawei Honor 9 Lite,Battery,screen replacement,100
Huawei,Honor Series,Huawei Honor 8,Charging port,screen replacement,100
Huawei,Honor Series,Huawei Honor 6X,Speaker,screen replacement,100
Huawei,Honor Series,Huawei Nova 3e,Front Camera,screen replacement,100
Huawei,Honor Series,Huawei Nova 2 Plus,Rear Camera,screen replacement,100
Huawei,Honor Series,Huawei Honor 5X,Mic Issues,screen replacement,100
Huawei,Honor Series,Huawei Nova 2i RNE,Back glass,screen replacement,100
Huawei,Nova Series,Huawei Nova 2 PICAL00,Screen / LCD,screen replacement,100
Huawei,Nova Series,Huawei Nova 2 Lite,Battery,screen replacement,100
Huawei,Nova Series,Huawei Nova 2S,Charging port,screen replacement,100
Huawei,Nova Series,Huawei Nova Plus,Speaker,screen replacement,100
Huawei,Other Models,Huawei G8,Front Camera,screen replacement,100
Huawei,Other Models,Huawei GR5,Rear Camera,screen replacement,100
Huawei,Other Models,Huawei GR3 TAG L22,Mic Issues,screen replacement,100
Huawei,Other Models,Huawei Ascend G7,Back glass,screen replacement,100
Huawei,Other Models,Huawei Google 6P,Screen / LCD,screen replacement,100
Huawei,Other Models,Huawei MediaPad T3,Battery,screen replacement,100
Huawei,Other Models,Huawei MediaPad T3 8,Charging port,screen replacement,100
LG,LG Series,LG G5,Speaker,screen replacement,100
LG,LG Series,LG K10,Front Camera,screen replacement,100
LG,LG Series,LG Tribute,Rear Camera,screen replacement,100
LG,LG Series,LG H870K G6,Mic Issues,screen replacement,100
LG,LG Series,LG K4 LTE K130,Back glass,screen replacement,100
LG,LG Series,LG K8 2017,Screen / LCD,screen replacement,100
LG,LG Series,LG MS210 LTE K8,Battery,screen replacement,100
LG,LG Series,LG K8,Charging port,screen replacement,100
LG,LG Series,LG Q6,Speaker,screen replacement,100
LG,LG Series,LG X Power K220,Front Camera,screen replacement,100
LG,LG Series,LG Optimus L5 E610,Rear Camera,screen replacement,100
LG,LG Series,LG Telstra Signature,Mic Issues,screen replacement,100
LG,LG Series,LG G2 D802,Back glass,screen replacement,100
LG,LG Series,LG G3 D855,Screen / LCD,screen replacement,100
LG,LG Series,LG G4,Battery,screen replacement,100
LG,LG Series,LG V30 Plus,Charging port,screen replacement,100
LG,LG Series,LG Optimus G E975,Speaker,screen replacement,100
LG,LG Series,LG V10,Front Camera,screen replacement,100
LG,LG Series,LG Optimus GT540,Rear Camera,screen replacement,100
LG,LG Series,LG Optimus L3 II,Mic Issues,screen replacement,100
LG,LG Series,LG Optimus L9 P768,Back glass,screen replacement,100
LG,LG Series,LG Optimus Net P690,Screen / LCD,screen replacement,100
LG,LG Series,LG V20,Battery,screen replacement,100
LG,LG Series,LG Nexus 4 E960,Charging port,screen replacement,100
LG,LG Series,LG Optimus L7 P700 P705,Speaker,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 1520,Front Camera,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 1020,Rear Camera,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 1320,Mic Issues,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 950XL,Back glass,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 950,Screen / LCD,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 930,Battery,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 925,Charging port,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 920,Speaker,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 900,Front Camera,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 820,Rear Camera,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 830,Mic Issues,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 800,Back glass,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 720,Screen / LCD,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 710,Battery,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 700,Charging port,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 640,Speaker,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 650,Front Camera,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 630,Rear Camera,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 635,Mic Issues,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 625,Back glass,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 620,Screen / LCD,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 610,Battery,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 530,Charging port,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 520,Speaker,screen replacement,100
Nokia,Lumia Series,Nokia Lumia 510,Front Camera,screen replacement,100
Nokia,Other Models,Nokia 8 .1,Rear Camera,screen replacement,100
Nokia,Other Models,Nokia 8 Sirocco,Mic Issues,screen replacement,100
Nokia,Other Models,Nokia 8,Back glass,screen replacement,100
Nokia,Other Models,Nokia 7.1,Screen / LCD,screen replacement,100
Nokia,Other Models,Nokia 7 Plus,Battery,screen replacement,100
Nokia,Other Models,Nokia 7,Charging port,screen replacement,100
Nokia,Other Models,Nokia 6.2,Speaker,screen replacement,100
Nokia,Other Models,Nokia 6.1 Plus,Front Camera,screen replacement,100
Nokia,Other Models,Nokia 6.1,Rear Camera,screen replacement,100
Nokia,Other Models,Nokia 6,Mic Issues,screen replacement,100
Nokia,Other Models,Nokia 5.1 Plus,Back glass,screen replacement,100
Nokia,Other Models,Nokia 5.1,Screen / LCD,screen replacement,100
Nokia,Other Models,Nokia 5,Battery,screen replacement,100
Nokia,Other Models,Nokia 3.1,Charging port,screen replacement,100
Nokia,Other Models,Nokia 3,Speaker,screen replacement,100
Nokia,Other Models,Nokia 2.1,Front Camera,screen replacement,100
Nokia,Other Models,Nokia 2,Rear Camera,screen replacement,100
Nokia,Other Models,Nokia E6,Mic Issues,screen replacement,100
Nokia,Other Models,Nokia N8,Back glass,screen replacement,100
Nokia,Other Models,Nokia N9,Screen / LCD,screen replacement,100
Nokia,Other Models,Nokia N95,Battery,screen replacement,100
Nokia,Other Models,Nokia N97,Charging port,screen replacement,100
MS Surface,MS Series,Microsoft surface Pro 6,Speaker,screen replacement,100
MS Surface,MS Series,Microsoft surface Pro 5,Front Camera,screen replacement,100
MS Surface,MS Series,Microsoft surface Pro 4,Rear Camera,screen replacement,100
MS Surface,MS Series,Microsoft surface Pro 3,Mic Issues,screen replacement,100
MS Surface,MS Series,Microsoft surface Pro 2,Back glass,screen replacement,100
MS Surface,MS Series,Microsoft Surface Book,Screen / LCD,screen replacement,100
MS Surface,MS Series,Microsoft Lumia 950 XL,Battery,screen replacement,100
MS Surface,MS Series,Microsoft Lumia 950,Charging port,screen replacement,100
MS Surface,MS Series,Microsoft Lumia 650,Speaker,screen replacement,100
MS Surface,MS Series,Microsoft Lumia 540,Front Camera,screen replacement,100
MS Surface,MS Series,Microsoft Surface 3,Rear Camera,screen replacement,100
Vivo,Vivo Series,Vivo Y95,Mic Issues,screen replacement,100
Vivo,Vivo Series,Vivo Y91C,Back glass,screen replacement,100
Vivo,Vivo Series,Vivo Y85 ,Screen / LCD,screen replacement,100
Vivo,Vivo Series,Vivo Y81 ,Battery,screen replacement,100
Vivo,Vivo Series,Vivo Y69,Charging port,screen replacement,100
Vivo,Vivo Series,Vivo Y67,Speaker,screen replacement,100
Vivo,Vivo Series,Vivo Y55,Front Camera,screen replacement,100
Vivo,Vivo Series,Vivo Y53,Rear Camera,screen replacement,100
Vivo,Vivo Series,Vivo V11,Mic Issues,screen replacement,100
Vivo,Vivo Series,Vivo V9,Back glass,screen replacement,100
Vivo,Vivo Series,Vivo V3,Screen / LCD,screen replacement,100
Vivo,Vivo Series,Vivo X21,Battery,screen replacement,100
Vivo,Vivo Series,Vivo X20 ,Charging port,screen replacement,100
